TimeStamp, X, Y, Z
8/14/2020 0:01,0.039,0.04,1.01
8/14/2020 0:01,0.035,0.041,1.011
8/14/2020 0:01,0.04,0.041,1.012
8/14/2020 0:01,0.042,0.041,1.011
8/14/2020 0:01,0.034,0.038,1.014
8/14/2020 0:01,0.042,0.041,1.012
8/14/2020 0:01,0.04,0.042,1.011
8/14/2020 0:01,0.041,0.04,1.01
8/14/2020 0:01,0.036,0.037,1.011
8/14/2020 0:01,0.038,0.043,1.012
8/14/2020 0:01,0.041,0.042,1.009
8/14/2020 0:01,0.035,0.04,1.013
8/14/2020 0:01,0.037,0.043,1.011
8/14/2020 0:01,0.04,0.044,1.015
8/14/2020 0:01,0.035,0.039,1.007
8/14/2020 0:01,0.037,0.04,1.012
8/14/2020 0:01,0.039,0.039,1.017
8/14/2020 0:01,0.045,0.039,1.012
8/14/2020 0:01,0.037,0.043,1.011
8/14/2020 0:01,0.037,0.04,1.011
8/14/2020 0:01,0.035,0.044,1.018
8/14/2020 0:01,0.037,0.039,1.01
8/14/2020 0:01,0.036,0.044,1.01
8/14/2020 0:01,0.041,0.04,1.019
8/14/2020 0:01,0.043,0.044,1.012
8/14/2020 0:01,0.04,0.042,1.012
8/14/2020 0:01,0.036,0.04,1.006
8/14/2020 0:01,0.039,0.042,1.013
8/14/2020 0:01,0.038,0.039,1.012
8/14/2020 0:01,0.036,0.04,1.014
8/14/2020 0:01,0.038,0.041,1.011
8/14/2020 0:01,0.038,0.042,1.016
8/14/2020 0:01,0.04,0.039,1.012
8/14/2020 0:01,0.038,0.042,1.014
8/14/2020 0:01,0.041,0.04,1.013
8/14/2020 0:01,0.039,0.037,1.011
8/14/2020 0:01,0.041,0.041,1.016
8/14/2020 0:01,0.045,0.042,1.009
8/14/2020 0:01,0.038,0.042,1.009
8/14/2020 0:01,0.034,0.045,1.015
8/14/2020 0:01,0.04,0.043,1.012
8/14/2020 0:01,0.036,0.038,1.015
8/14/2020 0:01,0.037,0.036,1.011
8/14/2020 0:01,0.038,0.042,1.01
8/14/2020 0:01,0.04,0.038,1.018
8/14/2020 0:01,0.037,0.041,1.013
8/14/2020 0:01,0.036,0.04,1.01
8/14/2020 0:01,0.037,0.04,1.015
8/14/2020 0:01,0.036,0.036,1.012
8/14/2020 0:01,0.042,0.042,1.011
8/14/2020 0:01,0.038,0.044,1.008
8/14/2020 0:01,0.041,0.043,1.016
8/14/2020 0:01,0.037,0.04,1.01
8/14/2020 0:01,0.038,0.043,1.012
8/14/2020 0:01,0.044,0.043,1.01
8/14/2020 0:01,0.044,0.039,1.008
8/14/2020 0:01,0.04,0.039,1.014
8/14/2020 0:01,0.041,0.041,1.012
8/14/2020 0:02,0.037,0.041,1.009
8/14/2020 0:02,0.037,0.041,1.016
8/14/2020 0:02,0.036,0.041,1.014
8/14/2020 0:02,0.041,0.041,1.009
8/14/2020 0:02,0.035,0.041,1.012
8/14/2020 0:02,0.039,0.046,1.015
8/14/2020 0:02,0.034,0.042,1.015
8/14/2020 0:02,0.043,0.043,1.014
8/14/2020 0:02,0.041,0.04,1.012
8/14/2020 0:02,0.037,0.041,1.013
8/14/2020 0:02,0.041,0.043,1.012
8/14/2020 0:02,0.04,0.041,1.009
8/14/2020 0:02,0.037,0.043,1.012
8/14/2020 0:02,0.035,0.043,1.015
8/14/2020 0:02,0.04,0.042,1.018
8/14/2020 0:02,0.032,0.044,1.014
8/14/2020 0:02,0.036,0.041,1.019
8/14/2020 0:02,0.036,0.04,1.013
8/14/2020 0:02,0.04,0.043,1.012
8/14/2020 0:02,0.036,0.04,1.015
8/14/2020 0:02,0.042,0.038,1.008
8/14/2020 0:02,0.04,0.037,1.012
8/14/2020 0:02,0.04,0.046,1.013
8/14/2020 0:02,0.039,0.04,1.013
8/14/2020 0:02,0.044,0.04,1.01
8/14/2020 0:02,0.036,0.039,1.012
8/14/2020 0:02,0.038,0.04,1.016
8/14/2020 0:02,0.042,0.042,1.015
8/14/2020 0:02,0.04,0.038,1.012
8/14/2020 0:02,0.039,0.041,1.016
8/14/2020 0:02,0.037,0.043,1.011
8/14/2020 0:02,0.041,0.04,1.013
8/14/2020 0:02,0.038,0.039,1.014
8/14/2020 0:02,0.036,0.04,1.008
8/14/2020 0:02,0.04,0.039,1.017
8/14/2020 0:02,0.031,0.043,1.007
8/14/2020 0:02,0.04,0.044,1.007
8/14/2020 0:02,0.04,0.037,1.016
8/14/2020 0:02,0.038,0.041,1.015
8/14/2020 0:02,0.04,0.037,1.013
8/14/2020 0:02,0.042,0.033,1.009
8/14/2020 0:02,0.041,0.04,1.015
8/14/2020 0:02,0.039,0.041,1.017
8/14/2020 0:02,0.036,0.043,1.014
8/14/2020 0:02,0.035,0.043,1.017
8/14/2020 0:02,0.037,0.041,1.014
8/14/2020 0:02,0.037,0.044,1.012
8/14/2020 0:02,0.038,0.038,1.015
8/14/2020 0:02,0.034,0.041,1.011
8/14/2020 0:02,0.041,0.042,1.015
8/14/2020 0:02,0.037,0.038,1.008
8/14/2020 0:02,0.037,0.042,1.016
8/14/2020 0:02,0.033,0.043,1.016
8/14/2020 0:02,0.039,0.041,1.011
8/14/2020 0:02,0.041,0.044,1.01
8/14/2020 0:02,0.036,0.04,1.011
8/14/2020 0:02,0.041,0.041,1.008
8/14/2020 0:02,0.037,0.041,1.011
8/14/2020 0:02,0.038,0.041,1.011
8/14/2020 0:02,0.037,0.04,1.016
8/14/2020 0:02,0.039,0.043,1.011
8/14/2020 0:02,0.043,0.041,1.013
8/14/2020 0:02,0.039,0.042,1.006
8/14/2020 0:02,0.035,0.042,1.014
8/14/2020 0:02,0.04,0.039,1.009
8/14/2020 0:02,0.042,0.038,1.014
8/14/2020 0:02,0.039,0.038,1.011
8/14/2020 0:02,0.042,0.041,1.009
8/14/2020 0:02,0.037,0.042,1.014
8/14/2020 0:02,0.036,0.043,1.013
8/14/2020 0:02,0.036,0.042,1.01
8/14/2020 0:02,0.044,0.044,1.012
8/14/2020 0:02,0.041,0.036,1.022
8/14/2020 0:02,0.038,0.041,1.004
8/14/2020 0:02,0.038,0.039,1.011
8/14/2020 0:02,0.042,0.038,1.008
8/14/2020 0:02,0.031,0.039,1.014
8/14/2020 0:02,0.042,0.042,1.016
8/14/2020 0:02,0.04,0.04,1.013
8/14/2020 0:02,0.037,0.04,1.017
8/14/2020 0:02,0.036,0.043,1.009
8/14/2020 0:02,0.041,0.037,1.013
8/14/2020 0:02,0.041,0.04,1.017
8/14/2020 0:02,0.04,0.043,1.009
8/14/2020 0:02,0.038,0.039,1.012
8/14/2020 0:02,0.036,0.042,1.016
8/14/2020 0:02,0.038,0.042,1.011
8/14/2020 0:02,0.036,0.04,1.012
8/14/2020 0:02,0.038,0.039,1.018
8/14/2020 0:02,0.043,0.034,1.01
8/14/2020 0:02,0.042,0.04,1.014
8/14/2020 0:02,0.033,0.042,1.013
8/14/2020 0:02,0.035,0.041,1.016
8/14/2020 0:02,0.041,0.042,1.01
8/14/2020 0:02,0.038,0.04,1.014
8/14/2020 0:02,0.036,0.046,1.01
8/14/2020 0:02,0.035,0.041,1.014
8/14/2020 0:02,0.034,0.041,1.014
8/14/2020 0:02,0.038,0.043,1.013
8/14/2020 0:02,0.038,0.044,1.016
8/14/2020 0:02,0.035,0.039,1.016
8/14/2020 0:02,0.039,0.038,1.012
8/14/2020 0:02,0.041,0.047,1.016
8/14/2020 0:02,0.036,0.042,1.021
8/14/2020 0:02,0.04,0.039,1.015
8/14/2020 0:02,0.039,0.042,1.016
8/14/2020 0:02,0.037,0.04,1.013
8/14/2020 0:02,0.039,0.046,1.011
8/14/2020 0:02,0.036,0.043,1.011
8/14/2020 0:02,0.033,0.045,1.017
8/14/2020 0:02,0.034,0.044,1.012
8/14/2020 0:02,0.038,0.044,1.014
8/14/2020 0:02,0.04,0.042,1.011
8/14/2020 0:02,0.038,0.041,1.02
8/14/2020 0:02,0.036,0.037,1.007
8/14/2020 0:02,0.036,0.044,1.018
8/14/2020 0:02,0.041,0.037,1.018
8/14/2020 0:02,0.038,0.041,1.013
8/14/2020 0:02,0.038,0.044,1.011
8/14/2020 0:02,0.039,0.041,1.018
8/14/2020 0:02,0.038,0.039,1.012
8/14/2020 0:02,0.04,0.037,1.012
8/14/2020 0:02,0.036,0.041,1.01
8/14/2020 0:02,0.04,0.035,1.005
8/14/2020 0:02,0.037,0.046,1.012
8/14/2020 0:02,0.039,0.043,1.007
8/14/2020 0:02,0.036,0.038,1.018
8/14/2020 0:02,0.042,0.039,1.009
8/14/2020 0:02,0.039,0.043,1.012
8/14/2020 0:02,0.04,0.042,1.008
8/14/2020 0:02,0.036,0.042,1.012
8/14/2020 0:02,0.037,0.039,1.012
8/14/2020 0:02,0.035,0.04,1.011
8/14/2020 0:02,0.037,0.036,1.009
8/14/2020 0:02,0.043,0.04,1.011
8/14/2020 0:02,0.043,0.042,1.01
8/14/2020 0:02,0.036,0.039,1.012
8/14/2020 0:02,0.04,0.041,1.007
8/14/2020 0:02,0.042,0.046,1.013
8/14/2020 0:02,0.039,0.039,1.009
8/14/2020 0:02,0.044,0.04,1.012
8/14/2020 0:02,0.042,0.042,1.006
8/14/2020 0:02,0.037,0.039,1.009
8/14/2020 0:02,0.039,0.039,1.014
8/14/2020 0:02,0.039,0.041,1.018
8/14/2020 0:02,0.04,0.04,1.013
8/14/2020 0:02,0.038,0.045,1.013
8/14/2020 0:02,0.037,0.039,1.017
8/14/2020 0:02,0.034,0.039,1.009
8/14/2020 0:02,0.035,0.039,1.012
8/14/2020 0:02,0.039,0.039,1.014
8/14/2020 0:03,0.034,0.042,1.012
8/14/2020 0:03,0.036,0.042,1.013
8/14/2020 0:03,0.038,0.041,1.006
8/14/2020 0:03,0.043,0.042,1.012
8/14/2020 0:03,0.036,0.041,1.014
8/14/2020 0:03,0.037,0.043,1.012
8/14/2020 0:03,0.032,0.042,1.012
8/14/2020 0:03,0.042,0.04,1.01
8/14/2020 0:03,0.04,0.041,1.012
8/14/2020 0:03,0.04,0.039,1.02
8/14/2020 0:03,0.037,0.045,1.012
8/14/2020 0:03,0.041,0.046,1.014
8/14/2020 0:03,0.038,0.046,1.013
8/14/2020 0:03,0.037,0.044,1.013
8/14/2020 0:03,0.041,0.042,1.012
8/14/2020 0:03,0.039,0.041,1.01
8/14/2020 0:03,0.038,0.043,1.01
8/14/2020 0:03,0.04,0.04,1.014
8/14/2020 0:03,0.039,0.045,1.012
8/14/2020 0:03,0.037,0.044,1.012
8/14/2020 0:03,0.036,0.04,1.019
8/14/2020 0:03,0.04,0.037,1.016
8/14/2020 0:03,0.038,0.04,1.013
8/14/2020 0:03,0.038,0.037,1.011
8/14/2020 0:03,0.039,0.044,1.016
8/14/2020 0:03,0.041,0.04,1.011
8/14/2020 0:03,0.036,0.039,1.014
8/14/2020 0:03,0.04,0.041,1.017
8/14/2020 0:03,0.038,0.037,1.006
8/14/2020 0:03,0.037,0.041,1.012
8/14/2020 0:03,0.035,0.038,1.012
8/14/2020 0:03,0.041,0.039,1.019
8/14/2020 0:03,0.037,0.04,1.009
8/14/2020 0:03,0.039,0.04,1.011
8/14/2020 0:03,0.039,0.041,1.016
8/14/2020 0:03,0.034,0.032,1.016
8/14/2020 0:03,0.041,0.045,1.012
8/14/2020 0:03,0.043,0.044,1.009
8/14/2020 0:03,0.037,0.043,1.011
8/14/2020 0:03,0.042,0.041,1.012
8/14/2020 0:03,0.036,0.04,1.014
8/14/2020 0:03,0.038,0.042,1.008
8/14/2020 0:03,0.04,0.041,1.016
8/14/2020 0:03,0.039,0.037,1.01
8/14/2020 0:03,0.04,0.041,1.016
8/14/2020 0:03,0.039,0.037,1.012
8/14/2020 0:03,0.032,0.044,1.01
8/14/2020 0:03,0.042,0.04,1.011
8/14/2020 0:03,0.045,0.044,1.014
8/14/2020 0:03,0.036,0.041,1.012
8/14/2020 0:03,0.041,0.041,1.015
8/14/2020 0:03,0.034,0.04,1.011
8/14/2020 0:03,0.038,0.038,1.015
8/14/2020 0:03,0.038,0.04,1.012
8/14/2020 0:03,0.038,0.041,1.013
8/14/2020 0:03,0.038,0.04,1.011
8/14/2020 0:03,0.039,0.04,1.016
8/14/2020 0:03,0.04,0.042,1.013
8/14/2020 0:03,0.042,0.042,1.013
8/14/2020 0:03,0.041,0.041,1.01
8/14/2020 0:03,0.038,0.036,1.014
8/14/2020 0:03,0.034,0.043,1.018
8/14/2020 0:03,0.04,0.041,1.01
8/14/2020 0:03,0.037,0.039,1.01
8/14/2020 0:03,0.032,0.045,1.009
8/14/2020 0:03,0.04,0.042,1.009
8/14/2020 0:03,0.036,0.035,1.02
8/14/2020 0:03,0.038,0.045,1.012
8/14/2020 0:03,0.037,0.041,1.013
8/14/2020 0:03,0.036,0.044,1.014
8/14/2020 0:03,0.036,0.042,1.015
8/14/2020 0:03,0.046,0.036,1.009
8/14/2020 0:03,0.037,0.043,1.016
8/14/2020 0:03,0.036,0.04,1.017
8/14/2020 0:03,0.036,0.042,1.014
8/14/2020 0:03,0.038,0.045,1.01
8/14/2020 0:03,0.044,0.039,1.008
8/14/2020 0:03,0.044,0.042,1.015
8/14/2020 0:03,0.041,0.042,1.015
8/14/2020 0:03,0.037,0.041,1.012
8/14/2020 0:03,0.032,0.039,1.012
8/14/2020 0:03,0.034,0.042,1.012
8/14/2020 0:03,0.037,0.042,1.011
8/14/2020 0:03,0.034,0.04,1.01
8/14/2020 0:03,0.042,0.041,1.013
8/14/2020 0:03,0.034,0.039,1.016
8/14/2020 0:03,0.037,0.036,1.008
8/14/2020 0:03,0.035,0.043,1.013
8/14/2020 0:03,0.04,0.042,1.01
8/14/2020 0:03,0.038,0.045,1.008
8/14/2020 0:03,0.034,0.041,1.011
8/14/2020 0:03,0.039,0.04,1.01
8/14/2020 0:03,0.04,0.043,1.016
8/14/2020 0:03,0.036,0.04,1.011
8/14/2020 0:03,0.038,0.038,1.012
8/14/2020 0:03,0.038,0.043,1.016
8/14/2020 0:03,0.038,0.041,1.016
8/14/2020 0:03,0.038,0.043,1.016
8/14/2020 0:03,0.041,0.039,1.009
8/14/2020 0:03,0.033,0.043,1.006
8/14/2020 0:03,0.035,0.04,1.016
8/14/2020 0:03,0.039,0.04,1.005
8/14/2020 0:03,0.036,0.039,1.006
8/14/2020 0:03,0.039,0.037,1.007
8/14/2020 0:03,0.037,0.041,1.012
8/14/2020 0:03,0.034,0.036,1.004
8/14/2020 0:03,0.037,0.039,1.012
8/14/2020 0:03,0.035,0.042,1.007
8/14/2020 0:03,0.042,0.041,1.01
8/14/2020 0:03,0.039,0.038,1.007
8/14/2020 0:03,0.038,0.043,1.012
8/14/2020 0:03,0.038,0.038,1.013
8/14/2020 0:03,0.038,0.041,1.019
8/14/2020 0:03,0.036,0.043,1.013
8/14/2020 0:03,0.043,0.039,1.011
8/14/2020 0:03,0.041,0.044,1.009
8/14/2020 0:03,0.038,0.043,1.009
8/14/2020 0:03,0.038,0.044,1.015
8/14/2020 0:03,0.04,0.043,1.017
8/14/2020 0:03,0.04,0.042,1.014
8/14/2020 0:03,0.038,0.041,1.01
8/14/2020 0:03,0.039,0.04,1.013
8/14/2020 0:03,0.039,0.043,1.015
8/14/2020 0:03,0.044,0.043,1.013
8/14/2020 0:03,0.039,0.039,1.009
8/14/2020 0:03,0.038,0.041,1.012
8/14/2020 0:03,0.042,0.042,1.006
8/14/2020 0:03,0.04,0.042,1.012
8/14/2020 0:03,0.04,0.039,1.012
8/14/2020 0:03,0.041,0.046,1.016
8/14/2020 0:03,0.038,0.043,1.014
8/14/2020 0:03,0.04,0.042,1.011
8/14/2020 0:03,0.043,0.04,1.018
8/14/2020 0:03,0.04,0.042,1.014
8/14/2020 0:03,0.04,0.04,1.012
8/14/2020 0:03,0.037,0.041,1.015
8/14/2020 0:03,0.04,0.043,1.017
8/14/2020 0:03,0.035,0.041,1.012
8/14/2020 0:03,0.039,0.041,1.01
8/14/2020 0:03,0.035,0.039,1.015
8/14/2020 0:03,0.039,0.036,1.015
8/14/2020 0:03,0.042,0.038,1.011
8/14/2020 0:03,0.037,0.037,1.016
8/14/2020 0:03,0.041,0.044,1.007
8/14/2020 0:03,0.04,0.041,1.019
8/14/2020 0:03,0.037,0.041,1.01
8/14/2020 0:03,0.041,0.039,1.011
8/14/2020 0:04,0.04,0.042,1.01
8/14/2020 0:04,0.04,0.046,1.012
8/14/2020 0:04,0.041,0.038,1.011
8/14/2020 0:04,0.038,0.042,1.012
8/14/2020 0:04,0.042,0.036,1.008
8/14/2020 0:04,0.039,0.04,1.011
8/14/2020 0:04,0.034,0.04,1.009
8/14/2020 0:04,0.037,0.044,1.013
8/14/2020 0:04,0.041,0.044,1.012
8/14/2020 0:04,0.038,0.035,1.017
8/14/2020 0:04,0.043,0.034,1.019
8/14/2020 0:04,0.038,0.041,1.009
8/14/2020 0:04,0.035,0.043,1.009
8/14/2020 0:04,0.042,0.04,1.012
8/14/2020 0:04,0.036,0.041,1.013
8/14/2020 0:04,0.035,0.042,1.012
8/14/2020 0:04,0.036,0.039,1.01
8/14/2020 0:04,0.036,0.043,1.008
8/14/2020 0:04,0.038,0.041,1.012
8/14/2020 0:04,0.041,0.042,1.015
8/14/2020 0:04,0.035,0.041,1.011
8/14/2020 0:04,0.038,0.04,1.014
8/14/2020 0:04,0.035,0.042,1.011
8/14/2020 0:04,0.035,0.037,1.021
8/14/2020 0:04,0.036,0.042,0.997
8/14/2020 0:04,0.034,0.046,1.009
8/14/2020 0:04,0.04,0.041,1.011
8/14/2020 0:04,0.037,0.041,1.008
8/14/2020 0:04,0.04,0.043,1.007
8/14/2020 0:04,0.037,0.041,1.013
8/14/2020 0:04,0.038,0.041,1.015
8/14/2020 0:04,0.038,0.041,1.013
8/14/2020 0:04,0.037,0.042,1.016
8/14/2020 0:04,0.037,0.042,1.013
8/14/2020 0:04,0.038,0.041,1.014
8/14/2020 0:04,0.035,0.039,1.015
8/14/2020 0:04,0.038,0.039,1.015
8/14/2020 0:04,0.037,0.038,1.016
8/14/2020 0:04,0.041,0.04,1.01
8/14/2020 0:04,0.041,0.042,1.017
8/14/2020 0:04,0.038,0.038,1.017
8/14/2020 0:04,0.037,0.043,1.008
8/14/2020 0:04,0.043,0.038,1.012
8/14/2020 0:04,0.037,0.039,1.018
8/14/2020 0:04,0.041,0.04,1.006
8/14/2020 0:04,0.043,0.041,1.005
8/14/2020 0:04,0.04,0.039,1.011
8/14/2020 0:04,0.037,0.044,1.015
8/14/2020 0:04,0.043,0.043,1.016
8/14/2020 0:04,0.038,0.04,1.012
8/14/2020 0:04,0.037,0.042,1.01
8/14/2020 0:04,0.036,0.042,1.01
8/14/2020 0:04,0.041,0.042,1.014
8/14/2020 0:04,0.037,0.042,1.011
8/14/2020 0:04,0.037,0.043,1.011
8/14/2020 0:04,0.034,0.039,1.012
8/14/2020 0:04,0.039,0.038,1.014
8/14/2020 0:04,0.038,0.035,1.014
8/14/2020 0:04,0.041,0.04,1.016
8/14/2020 0:04,0.041,0.038,1.015
8/14/2020 0:04,0.038,0.043,1.009
8/14/2020 0:04,0.039,0.042,1.018
8/14/2020 0:04,0.036,0.041,1.015
8/14/2020 0:04,0.036,0.041,1.013
8/14/2020 0:04,0.037,0.041,1.011
8/14/2020 0:04,0.039,0.042,1.015
8/14/2020 0:04,0.04,0.038,1.013
8/14/2020 0:04,0.034,0.042,1.011
8/14/2020 0:04,0.037,0.044,1.013
8/14/2020 0:04,0.037,0.046,1.007
8/14/2020 0:04,0.039,0.041,1.013
8/14/2020 0:04,0.04,0.042,1.014
8/14/2020 0:04,0.034,0.045,1.011
8/14/2020 0:04,0.042,0.043,1.01
8/14/2020 0:04,0.04,0.044,1.011
8/14/2020 0:04,0.041,0.039,1.011
8/14/2020 0:04,0.039,0.038,1.012
8/14/2020 0:04,0.044,0.041,1.008
8/14/2020 0:04,0.039,0.039,1.013
8/14/2020 0:04,0.037,0.039,1.007
8/14/2020 0:04,0.038,0.038,1.013
8/14/2020 0:04,0.038,0.039,1.005
8/14/2020 0:04,0.037,0.041,1.007
8/14/2020 0:04,0.033,0.04,1.012
8/14/2020 0:04,0.035,0.041,1.011
8/14/2020 0:04,0.035,0.042,1.014
8/14/2020 0:04,0.037,0.044,1.012
8/14/2020 0:04,0.04,0.042,1.013
8/14/2020 0:04,0.041,0.038,1.01
8/14/2020 0:04,0.037,0.041,1.014
8/14/2020 0:04,0.041,0.041,1.011
8/14/2020 0:04,0.042,0.04,1.011
8/14/2020 0:04,0.039,0.041,1.01
8/14/2020 0:04,0.04,0.044,1.008
8/14/2020 0:04,0.038,0.046,1.013
8/14/2020 0:04,0.035,0.039,1.018
8/14/2020 0:04,0.045,0.037,1.005
8/14/2020 0:04,0.043,0.04,1.009
8/14/2020 0:04,0.038,0.04,1.014
8/14/2020 0:04,0.04,0.038,1.015
8/14/2020 0:04,0.038,0.037,1.014
8/14/2020 0:04,0.038,0.038,1.011
8/14/2020 0:04,0.038,0.04,1.012
8/14/2020 0:04,0.038,0.036,1.009
8/14/2020 0:04,0.037,0.042,1.018
8/14/2020 0:04,0.038,0.04,1.013
8/14/2020 0:04,0.039,0.044,1.008
8/14/2020 0:04,0.039,0.044,1.017
8/14/2020 0:04,0.037,0.041,1.013
8/14/2020 0:04,0.036,0.038,1.013
8/14/2020 0:04,0.039,0.039,1.019
8/14/2020 0:04,0.039,0.041,1.015
8/14/2020 0:04,0.04,0.04,1.009
8/14/2020 0:04,0.044,0.041,1.012
8/14/2020 0:04,0.04,0.043,1.021
8/14/2020 0:04,0.039,0.042,1.014
8/14/2020 0:04,0.04,0.039,1.008
8/14/2020 0:04,0.04,0.035,1.015
8/14/2020 0:04,0.038,0.038,1.016
8/14/2020 0:04,0.036,0.04,1.01
8/14/2020 0:04,0.043,0.042,1.015
8/14/2020 0:04,0.037,0.039,1.009
8/14/2020 0:04,0.037,0.039,1.013
8/14/2020 0:04,0.039,0.042,1.005
8/14/2020 0:04,0.038,0.04,1.013
8/14/2020 0:04,0.036,0.046,1.01
8/14/2020 0:04,0.037,0.039,1.012
8/14/2020 0:04,0.037,0.04,1.012
8/14/2020 0:04,0.038,0.042,1.011
8/14/2020 0:04,0.036,0.04,1.016
8/14/2020 0:04,0.035,0.041,1.007
8/14/2020 0:04,0.042,0.04,1.004
8/14/2020 0:04,0.035,0.04,1.008
8/14/2020 0:04,0.038,0.04,1.006
8/14/2020 0:04,0.04,0.043,1.012
8/14/2020 0:04,0.037,0.04,1.009
8/14/2020 0:04,0.037,0.044,1.01
8/14/2020 0:04,0.039,0.04,1.021
8/14/2020 0:04,0.041,0.041,1.011
8/14/2020 0:04,0.04,0.043,1.011
8/14/2020 0:04,0.04,0.039,1.018
8/14/2020 0:04,0.044,0.042,1.01
8/14/2020 0:04,0.036,0.04,1.005
8/14/2020 0:04,0.036,0.039,1.011
8/14/2020 0:04,0.038,0.04,1.014
8/14/2020 0:04,0.037,0.039,1.015
8/14/2020 0:04,0.034,0.042,1.01
8/14/2020 0:04,0.042,0.04,1.012
8/14/2020 0:04,0.039,0.037,1.017
8/14/2020 0:04,0.037,0.043,1.01
8/14/2020 0:04,0.044,0.039,1.017
8/14/2020 0:04,0.04,0.037,1.019
8/14/2020 0:05,0.003,0.04,1.011
8/14/2020 0:05,0.007,0.044,1.008
8/14/2020 0:05,0.02,0.043,1.012
8/14/2020 0:05,0.022,0.04,1.012
8/14/2020 0:05,0.018,0.044,1.012
8/14/2020 0:05,0.007,0.041,1.012
8/14/2020 0:05,0.01,0.039,1.014
8/14/2020 0:05,0.019,0.043,1.011
8/14/2020 0:05,0.015,0.041,1.012
8/14/2020 0:05,0.006,0.037,1.011
8/14/2020 0:05,0.022,0.046,1.02
8/14/2020 0:05,0.016,0.043,1.011
8/14/2020 0:05,0.005,0.038,1.01
8/14/2020 0:05,0.017,0.04,1.02
8/14/2020 0:05,0.02,0.044,1.011
8/14/2020 0:05,0.021,0.047,1.025
8/14/2020 0:05,0.005,0.043,1.001
8/14/2020 0:05,0.013,0.045,1.012
8/14/2020 0:05,0.023,0.038,1.011
8/14/2020 0:05,0.016,0.042,1.021
8/14/2020 0:05,0.008,0.041,1.005
8/14/2020 0:05,0.009,0.037,1.026
8/14/2020 0:05,0.005,0.037,1.013
8/14/2020 0:05,0.006,0.039,1.018
8/14/2020 0:05,0.013,0.045,1.021
8/14/2020 0:05,0.021,0.047,1.016
8/14/2020 0:05,0.019,0.04,1.025
8/14/2020 0:05,0.008,0.045,1.012
8/14/2020 0:05,0.004,0.043,1.021
8/14/2020 0:05,0.017,0.041,1.002
8/14/2020 0:05,0.021,0.043,1.028
8/14/2020 0:05,0.017,0.043,1.005
8/14/2020 0:05,0.009,0.036,1.034
8/14/2020 0:05,0.004,0.035,0.998
8/14/2020 0:05,0.01,0.046,1.026
8/14/2020 0:05,0.009,0.042,1.009
8/14/2020 0:05,0.007,0.046,1.016
8/14/2020 0:05,0.019,0.046,1.014
8/14/2020 0:05,0.018,0.05,1.013
8/14/2020 0:05,0.016,0.041,1.019
8/14/2020 0:05,0.007,0.04,1.014
8/14/2020 0:05,0.011,0.039,1.02
8/14/2020 0:05,0.017,0.042,0.997
8/14/2020 0:05,0.019,0.045,1.018
8/14/2020 0:05,0.016,0.042,1.01
8/14/2020 0:05,0.011,0.044,1.019
8/14/2020 0:05,0.021,0.044,1.004
8/14/2020 0:05,0.02,0.042,1.013
8/14/2020 0:05,0.013,0.04,1.013
8/14/2020 0:05,0.004,0.043,1.008
8/14/2020 0:05,0.018,0.043,1.008
8/14/2020 0:05,0.018,0.042,1.01
8/14/2020 0:05,0.011,0.041,1.022
8/14/2020 0:05,0.011,0.043,1.01
8/14/2020 0:05,0.007,0.045,1.013
8/14/2020 0:05,0.008,0.041,1.005
8/14/2020 0:05,0.018,0.041,1.013
8/14/2020 0:05,0.02,0.043,1.015
8/14/2020 0:05,0.011,0.042,1.015
8/14/2020 0:05,0.015,0.043,1.009
8/14/2020 0:05,0.018,0.042,1.008
8/14/2020 0:05,0.024,0.044,1.02
8/14/2020 0:05,0.016,0.045,1.01
8/14/2020 0:05,0.013,0.044,1.014
8/14/2020 0:05,0.025,0.046,1.007
8/14/2020 0:05,0.016,0.04,1.027
8/14/2020 0:05,0.018,0.03,1.003
8/14/2020 0:05,0.012,0.046,1.01
8/14/2020 0:05,0.026,0.045,1.016
8/14/2020 0:05,0.016,0.037,1.016
8/14/2020 0:05,0.018,0.044,1.017
8/14/2020 0:05,0.013,0.044,1.012
8/14/2020 0:05,0.022,0.038,1.018
8/14/2020 0:05,0.013,0.047,1.012
8/14/2020 0:05,0.007,0.043,1.013
8/14/2020 0:05,0.006,0.042,1.01
8/14/2020 0:05,0.009,0.041,1.008
8/14/2020 0:05,0.01,0.038,1.012
8/14/2020 0:05,0.024,0.043,1.01
8/14/2020 0:05,0.022,0.04,1.017
8/14/2020 0:05,0.018,0.042,1.008
8/14/2020 0:05,0.009,0.043,1.018
8/14/2020 0:05,0.005,0.042,1.008
8/14/2020 0:05,0.027,0.042,1.021
8/14/2020 0:05,0.021,0.041,1.01
8/14/2020 0:05,0.016,0.041,1.021
8/14/2020 0:05,0.012,0.047,1.015
8/14/2020 0:05,0.021,0.049,1.012
8/14/2020 0:05,0.009,0.04,1.016
8/14/2020 0:05,0.003,0.042,1.012
8/14/2020 0:05,0.009,0.044,1.01
8/14/2020 0:05,0.013,0.04,1.011
8/14/2020 0:05,0.021,0.042,1.014
8/14/2020 0:05,0.022,0.046,1.014
8/14/2020 0:05,0.015,0.042,1.019
8/14/2020 0:05,0.009,0.038,1.011
8/14/2020 0:05,0.018,0.036,1.014
8/14/2020 0:05,0.015,0.048,1.015
8/14/2020 0:05,0.022,0.041,1.013
8/14/2020 0:05,0.02,0.044,1.017
